Site,End_Date,Period,StatVar,value
dcid:geoId/13,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.9
dcid:geoId/15,2020-10-08,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2020-10-01,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.3
dcid:geoId/18,2020-10-07,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2020-10-08,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.5
dcid:geoId/21,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.4
dcid:geoId/22,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.1
dcid:geoId/25,2020-10-01,P6D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.6
dcid:geoId/24,2020-10-05,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/23,2020-10-08,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2020-10-02,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.8
dcid:geoId/27,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.8
dcid:geoId/29,2020-10-02,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.9
dcid:geoId/28,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/30,2020-10-08,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2020-10-02,P9D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.2
dcid:geoId/38,2020-10-05,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.3
dcid:geoId/33,2020-10-01,P6D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2020-10-07,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.6
dcid:geoId/35,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.4
dcid:geoId/32,2020-09-26,P3D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.0
dcid:geoId/36,2020-10-07,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,15.3
dcid:geoId/39,2020-10-08,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.5
dcid:geoId/40,2020-09-29,P6D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.9
dcid:geoId/41,2020-10-07,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/42,2020-10-05,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/72,2020-09-28,P7D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.3
dcid:geoId/44,2020-10-08,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.9
dcid:geoId/46,2020-10-04,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.3
dcid:geoId/48,2020-10-05,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.7
dcid:geoId/49,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2020-10-05,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2020-10-08,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2020-10-08,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.7
dcid:geoId/55,2020-10-06,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.4
dcid:geoId/54,2020-10-08,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/56,2020-10-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-10-08,P18D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.8
dcid:geoId/02,2020-10-21,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.0
dcid:geoId/05,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.5
dcid:geoId/04,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/06,2020-10-13,P5D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.7
dcid:geoId/08,2020-10-19,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.4
dcid:geoId/09,2020-10-13,P5D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.8
dcid:geoId/11,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.4
dcid:geoId/10,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/12,2020-10-09,P1D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.1
dcid:geoId/13,2020-10-13,P7D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.6
dcid:geoId/15,2020-10-22,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2020-10-21,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2020-10-13,P6D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.5
dcid:geoId/18,2020-10-20,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2020-10-22,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.6
dcid:geoId/21,2020-10-16,P9D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/22,2020-10-19,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.7
dcid:geoId/25,2020-10-13,P4D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.0
dcid:geoId/24,2020-10-21,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/23,2020-10-22,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2020-10-16,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.2
dcid:geoId/27,2020-10-22,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.4
dcid:geoId/29,2020-10-15,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.7
dcid:geoId/28,2020-10-20,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/30,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2020-10-19,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.9
dcid:geoId/38,2020-10-16,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.3
dcid:geoId/33,2020-10-15,P6D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.4
dcid:geoId/35,2020-10-20,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.0
dcid:geoId/32,2020-10-16,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.6
dcid:geoId/36,2020-10-21,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,20.8
dcid:geoId/39,2020-10-22,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.4
dcid:geoId/40,2020-10-14,P7D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.3
dcid:geoId/41,2020-10-19,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/42,2020-10-21,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/72,2020-10-13,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.1
dcid:geoId/44,2020-10-22,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.1
dcid:geoId/46,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-10-15,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.0
dcid:geoId/48,2020-10-19,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.8
dcid:geoId/49,2020-10-21,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.5
dcid:geoId/51,2020-10-21,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2020-10-22,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2020-10-21,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.0
dcid:geoId/55,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/54,2020-10-22,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/56,2020-10-21,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-10-22,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.2
dcid:geoId/02,2020-11-13,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-11-09,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.2
dcid:geoId/05,2020-11-06,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.0
dcid:geoId/04,2020-11-10,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.7
dcid:geoId/06,2020-11-12,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.3
dcid:geoId/08,2020-11-13,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.3
dcid:geoId/09,2020-11-14,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.5
dcid:geoId/11,2020-11-11,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,15.8
dcid:geoId/10,2020-11-09,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/12,2020-11-04,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.3
dcid:geoId/13,2020-11-13,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.9
dcid:geoId/15,2020-11-15,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2020-11-13,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2020-11-13,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2020-11-07,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.1
dcid:geoId/18,2020-11-11,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2020-11-15,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.9
dcid:geoId/21,2020-11-10,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.9
dcid:geoId/22,2020-11-14,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.7
dcid:geoId/25,2020-11-11,P9D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.9
dcid:geoId/24,2020-11-11,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/23,2020-11-13,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2020-11-13,P18D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/27,2020-11-13,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.0
dcid:geoId/29,2020-11-10,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/28,2020-11-09,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.6
dcid:geoId/30,2020-11-13,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2020-11-10,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.0
dcid:geoId/38,2020-11-09,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-11-14,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.8
dcid:geoId/33,2020-11-07,P5D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2020-11-11,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,14.1
dcid:geoId/35,2020-11-15,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.2
dcid:geoId/32,2020-11-09,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.1
dcid:geoId/36,2020-11-15,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,18.3
dcid:geoId/39,2020-11-10,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.3
dcid:geoId/40,2020-11-13,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.7
dcid:geoId/41,2020-11-13,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.1
dcid:geoId/42,2020-11-09,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.4
dcid:geoId/72,2020-11-14,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.0
dcid:geoId/44,2020-11-13,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.4
dcid:geoId/45,2020-11-11,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.3
dcid:geoId/46,2020-11-10,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-11-10,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.4
dcid:geoId/48,2020-11-11,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/49,2020-11-09,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2020-11-11,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2020-11-13,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2020-11-13,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.5
dcid:geoId/55,2020-11-10,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/54,2020-11-15,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/56,2020-11-10,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-11-15,P21D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.2
dcid:geoId/02,2020-11-28,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-11-24,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.5
dcid:geoId/05,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.5
dcid:geoId/04,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.4
dcid:geoId/06,2020-11-20,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.7
dcid:geoId/08,2020-11-27,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.6
dcid:geoId/09,2020-11-28,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.9
dcid:geoId/11,2020-11-23,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/10,2020-11-27,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.4
dcid:geoId/12,2020-11-20,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.4
dcid:geoId/13,2020-11-23,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.5
dcid:geoId/15,2020-11-25,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2020-11-27,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2020-11-27,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2020-11-25,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,22.5
dcid:geoId/18,2020-11-25,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2020-11-28,P19D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.8
dcid:geoId/21,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.2
dcid:geoId/22,2020-11-26,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.6
dcid:geoId/25,2020-11-28,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.9
dcid:geoId/24,2020-11-26,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.5
dcid:geoId/23,2020-11-27,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/27,2020-11-27,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,14.8
dcid:geoId/29,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.2
dcid:geoId/28,2020-11-24,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,15.6
dcid:geoId/30,2020-11-25,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2020-11-23,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.5
dcid:geoId/38,2020-11-24,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-11-27,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/33,2020-11-27,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2020-11-26,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.9
dcid:geoId/35,2020-11-29,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.6
dcid:geoId/32,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/36,2020-11-28,P17D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.5
dcid:geoId/39,2020-11-25,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.7
dcid:geoId/40,2020-11-17,P3D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.5
dcid:geoId/41,2020-11-20,P4D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/42,2020-11-27,P18D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.2
dcid:geoId/72,2020-11-28,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.7
dcid:geoId/44,2020-11-27,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2020-11-23,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.9
dcid:geoId/46,2020-11-25,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,19.2
dcid:geoId/48,2020-11-25,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/49,2020-11-25,P13D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2020-11-26,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2020-11-28,P12D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2020-11-23,P4D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/55,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.9
dcid:geoId/54,2020-11-27,P11D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/56,2020-11-25,P16D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-11-29,P20D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.3
dcid:geoId/02,2020-12-07,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-12-08,P15D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,15.5
dcid:geoId/05,2020-12-09,P14D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.6
dcid:geoId/04,2020-12-08,P8D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.4
dcid:geoId/06,2020-12-03,P10D,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.7
